hour,day,hour_of_day,city,pressure,air_temp,ground_temp,velocity_x,velocity_y,windspeed,damage
2665,112,0,Bayes Bay,1.4203,0.0002,0.0005,-0.1186,0.0008,0.1187,0.2451
2665,112,0,Sparseville,1.4103,0.0008,0.0003,-0.0449,-0.0327,0.0617,0.1885
2665,112,0,GANopolis,1.4251,-0.0012,-0.0009,-0.0943,-0.011,0.0949,0.2196
2665,112,0,Tensorburg,1.4201,0.001,0.001,-0.1199,0.0099,0.1204,0.2536
2665,112,0,Gradient Grove,1.4206,-0.0003,-0.0012,-0.0608,-0.0306,0.0684,0.1964
2665,112,0,ReLU Ridge,1.4248,0.005,0.0056,-0.0887,0.0049,0.0889,0.2215
2665,112,0,Offshore B,1.4262,0.0024,0.0033,-0.0971,-0.0075,0.0974,0.2313
2665,112,0,Offshore A,1.4216,-0.0024,-0.0026,-0.1098,0.0537,0.1225,0.2626
2666,112,1,ReLU Ridge,1.435,0.004,0.0043,-0.089,0.0108,0.0897,0.2168
2666,112,1,GANopolis,1.4343,-0.0022,-0.0022,-0.0776,-0.0092,0.0782,0.2036
2666,112,1,Offshore A,1.4356,-0.0018,-0.0017,-0.1233,0.0399,0.1299,0.2542
2666,112,1,Offshore B,1.4341,0.0045,0.0053,-0.0797,-0.0,0.0798,0.2084
2666,112,1,Sparseville,1.4287,0.001,0.001,-0.1027,0.0064,0.103,0.2321
2666,112,1,Bayes Bay,1.4311,-0.0001,-0.0001,-0.115,-0.0103,0.1155,0.2629
2666,112,1,Gradient Grove,1.4361,-0.001,-0.0019,-0.0906,-0.0443,0.101,0.2313
2666,112,1,Tensorburg,1.4295,0.0049,0.005,-0.1004,0.0176,0.102,0.2281
2667,112,2,Bayes Bay,1.4346,-0.0006,-0.0007,-0.1103,-0.0155,0.1114,0.2375
2667,112,2,Sparseville,1.4388,0.0006,0.001,-0.1166,0.0092,0.117,0.2594
2667,112,2,Offshore A,1.4214,-0.0015,-0.0013,-0.1081,0.0165,0.1095,0.2362
2667,112,2,GANopolis,1.4377,-0.0024,-0.0024,-0.083,-0.0119,0.0839,0.2088
2667,112,2,ReLU Ridge,1.4311,0.001,0.0009,-0.1057,0.0222,0.1081,0.2461
2667,112,2,Tensorburg,1.4346,0.0062,0.0059,-0.0945,0.0175,0.0961,0.2281
2667,112,2,Offshore B,1.4128,0.0045,0.0048,-0.0692,0.0083,0.0698,0.1914
2667,112,2,Gradient Grove,1.427,-0.0015,-0.0021,-0.1135,-0.0401,0.1207,0.2594
2668,112,3,Tensorburg,1.3751,0.0036,0.0028,-0.0785,0.0101,0.0793,0.2095
2668,112,3,GANopolis,1.3706,-0.0015,-0.0011,-0.0843,-0.0014,0.0846,0.2114
2668,112,3,Offshore B,1.3575,0.0023,0.0018,-0.0846,0.0136,0.0858,0.212
2668,112,3,Sparseville,1.3884,0.0006,0.0009,-0.1187,0.0107,0.1193,0.2556
2668,112,3,Gradient Grove,1.3694,-0.0014,-0.0016,-0.1108,-0.011,0.1119,0.2437
2668,112,3,Bayes Bay,1.3755,-0.0001,-0.0004,-0.09,-0.0102,0.0907,0.2232
2668,112,3,ReLU Ridge,1.3646,-0.0006,-0.0007,-0.1094,0.0116,0.1101,0.2343
2668,112,3,Offshore A,1.3468,-0.0022,-0.0023,-0.0866,-0.0109,0.0881,0.2174
2669,112,4,Bayes Bay,1.2544,-0.0001,-0.0007,-0.0825,0.0045,0.0827,0.2036
2669,112,4,Gradient Grove,1.2772,0.0003,0.0006,-0.0811,0.0137,0.0827,0.21
2669,112,4,GANopolis,1.2764,0.0018,0.0021,-0.0881,0.0229,0.0912,0.221
2669,112,4,Offshore B,1.2535,-0.0003,-0.0008,-0.1148,0.0032,0.1149,0.25
2669,112,4,Tensorburg,1.2646,0.0001,-0.0007,-0.0984,0.0033,0.0986,0.2301
2669,112,4,Offshore A,1.2571,-0.002,-0.0023,-0.067,-0.0352,0.0759,0.2019
2669,112,4,ReLU Ridge,1.281,0.0004,0.0006,-0.0975,-0.0073,0.0979,0.2249
2669,112,4,Sparseville,1.26,0.0008,0.001,-0.1043,0.0104,0.1048,0.2292
2670,112,5,ReLU Ridge,1.1329,0.0014,0.0015,-0.0696,-0.0224,0.0735,0.1963
2670,112,5,Offshore B,1.1325,-0.0007,-0.0012,-0.1377,-0.0268,0.1406,0.2796
2670,112,5,Tensorburg,1.1381,-0.0032,-0.0035,-0.1037,-0.0127,0.1046,0.2369
2670,112,5,GANopolis,1.1382,0.0034,0.0035,-0.1043,0.0337,0.1098,0.251
2670,112,5,Gradient Grove,1.1189,0.0013,0.0014,-0.0377,0.0346,0.052,0.1759
2670,112,5,Sparseville,1.1516,0.0013,0.0011,-0.101,-0.001,0.1011,0.227
2670,112,5,Bayes Bay,1.1401,-0.0005,-0.0013,-0.0748,0.0076,0.0752,0.1999
2670,112,5,Offshore A,1.1196,-0.0001,-0.0008,-0.0665,-0.0295,0.073,0.1983
2671,112,6,Bayes Bay,1.0161,-0.0005,-0.0015,-0.0645,0.0094,0.0651,0.1876
2671,112,6,Sparseville,1.0176,0.0004,0.0002,-0.1051,-0.0175,0.1067,0.2318
2671,112,6,Gradient Grove,0.9978,-0.0003,-0.0006,-0.0294,0.046,0.0548,0.1797
2671,112,6,Offshore B,0.9959,-0.0018,-0.0024,-0.1776,-0.0608,0.1879,0.364
2671,112,6,ReLU Ridge,1.0135,0.0007,0.0006,-0.0424,-0.0336,0.0551,0.1803
2671,112,6,GANopolis,1.0258,0.0031,0.0035,-0.1182,0.0307,0.1222,0.2566
2671,112,6,Offshore A,1.0108,0.0021,0.0005,-0.1077,-0.018,0.1093,0.2392
2671,112,6,Tensorburg,1.0166,-0.0042,-0.0041,-0.0888,-0.0155,0.0902,0.2211
2672,112,7,Tensorburg,0.9022,-0.003,-0.0035,-0.0778,-0.0373,0.087,0.2129
2672,112,7,ReLU Ridge,0.8882,-0.001,-0.0012,-0.0084,-0.0475,0.049,0.1757
2672,112,7,Sparseville,0.9096,-0.0008,-0.0006,-0.1076,-0.0219,0.1099,0.241
