hour,day,hour_of_day,city,pressure,air_temp,ground_temp,velocity_x,velocity_y,windspeed,damage
8209,343,0,GANopolis,0.9843,0.0034,0.0041,-0.0998,-0.0317,0.1048,1.5207
8209,343,0,ReLU Ridge,0.9676,-0.0024,-0.0032,-0.1531,-0.0613,0.165,1.9345
8209,343,0,Offshore B,0.9755,-0.0014,-0.0024,-0.0952,-0.0114,0.0959,1.4677
8209,343,0,Bayes Bay,0.9739,-0.0015,-0.0031,-0.0956,0.07,0.1185,1.6066
8209,343,0,Sparseville,0.9673,-0.0032,-0.0029,-0.0656,-0.0393,0.0765,1.3583
8209,343,0,Gradient Grove,0.9839,-0.0014,-0.0006,-0.0613,0.0116,0.0626,1.285
8209,343,0,Tensorburg,0.9755,-0.0016,-0.0029,-0.113,-0.0045,0.1131,1.5721
8209,343,0,Offshore A,0.9701,0.0026,0.0028,-0.1441,-0.0043,0.1442,1.7804
8210,343,1,Offshore A,0.9583,0.0038,0.0043,-0.1325,-0.0097,0.1328,1.7013
8210,343,1,Tensorburg,0.9549,-0.0052,-0.0067,-0.1111,-0.0055,0.1113,1.5611
8210,343,1,Sparseville,0.9512,-0.0002,-0.0002,-0.0574,-0.0467,0.0741,1.3449
8210,343,1,Bayes Bay,0.9563,-0.0034,-0.0052,-0.1059,0.0701,0.1271,1.6628
8210,343,1,ReLU Ridge,0.9486,-0.005,-0.0055,-0.1506,-0.055,0.1603,1.8989
8210,343,1,GANopolis,0.9683,0.0031,0.0039,-0.1013,-0.0457,0.1112,1.5601
8210,343,1,Offshore B,0.9606,-0.0028,-0.004,-0.1041,-0.0135,0.1051,1.5225
8210,343,1,Gradient Grove,0.9562,-0.0019,-0.0013,-0.0368,0.029,0.0475,1.2092
8211,343,2,Offshore B,0.9511,-0.0046,-0.0058,-0.1126,-0.0317,0.117,1.5972
8211,343,2,Gradient Grove,0.9389,-0.0002,-0.0001,-0.0258,0.0427,0.05,1.2213
8211,343,2,ReLU Ridge,0.9379,-0.0054,-0.0057,-0.1589,-0.0535,0.1676,1.9554
8211,343,2,GANopolis,0.956,0.002,0.003,-0.1117,-0.0502,0.1224,1.6321
8211,343,2,Offshore A,0.9541,0.0047,0.0056,-0.1291,-0.0055,0.1292,1.6766
8211,343,2,Tensorburg,0.9222,-0.0061,-0.0076,-0.0674,0.003,0.0704,1.3322
8211,343,2,Bayes Bay,0.9382,-0.0063,-0.0077,-0.1201,0.0592,0.134,1.7094
8211,343,2,Sparseville,0.9409,0.0023,0.0018,-0.0723,-0.0724,0.1023,1.5081
8212,343,3,Bayes Bay,0.9329,-0.0058,-0.0069,-0.1414,0.059,0.1532,1.8465
8212,343,3,Sparseville,0.9399,0.0005,-0.0002,-0.1185,-0.0811,0.1441,1.7809
8212,343,3,Tensorburg,0.8943,-0.003,-0.0045,-0.0179,-0.1071,0.1091,1.5611
8212,343,3,GANopolis,0.9518,0.0022,0.0034,-0.1099,-0.0458,0.1191,1.6101
8212,343,3,Offshore A,0.9446,0.0045,0.0058,-0.1243,0.0006,0.1243,1.6445
8212,343,3,Offshore B,0.938,-0.0042,-0.0052,-0.1313,-0.038,0.1367,1.7283
8212,343,3,Gradient Grove,0.9259,0.0022,0.0018,-0.0271,0.038,0.047,1.2067
8212,343,3,ReLU Ridge,0.9319,-0.0062,-0.0064,-0.1511,-0.0436,0.1573,1.8763
8213,343,4,GANopolis,0.9472,0.0026,0.0039,-0.1038,-0.0352,0.1097,1.5508
8213,343,4,Offshore A,0.9455,0.0023,0.0039,-0.1201,0.0068,0.1203,1.6179
8213,343,4,Offshore B,0.9308,-0.0013,-0.002,-0.1504,-0.0289,0.1532,1.8459
