hour,day,hour_of_day,city,pressure,air_temp,ground_temp,velocity_x,velocity_y,windspeed,damage
8497,355,0,Sparseville,1.0416,-0.0038,-0.0038,-0.1067,-0.0036,0.1068,1.5334
8497,355,0,GANopolis,1.0396,0.0021,0.0004,-0.0446,-0.0,0.0446,1.1955
8497,355,0,Tensorburg,1.046,0.0021,0.0008,-0.1227,-0.0456,0.1309,1.6883
8497,355,0,Offshore A,1.0498,0.0022,0.0043,-0.0957,0.0347,0.1019,1.5031
8497,355,0,Offshore B,1.0248,-0.002,-0.003,-0.0706,-0.0585,0.0917,1.4438
8497,355,0,ReLU Ridge,1.0299,0.0011,0.0013,-0.1521,0.0525,0.1609,1.9048
8497,355,0,Gradient Grove,1.0273,0.0004,0.0002,-0.1171,-0.029,0.1207,1.621
8497,355,0,Bayes Bay,1.0321,0.0046,0.0042,-0.0595,0.0804,0.1,1.4921
8498,355,1,Bayes Bay,1.0347,0.0046,0.004,-0.0734,0.0894,0.1157,1.5891
8498,355,1,Offshore B,1.0472,-0.003,-0.0044,-0.0799,-0.0763,0.1108,1.558
8498,355,1,Gradient Grove,1.0498,-0.0014,-0.0017,-0.1134,-0.0489,0.1236,1.6403
8498,355,1,ReLU Ridge,1.0581,0.0029,0.0034,-0.1223,0.0436,0.1298,1.6815
8498,355,1,GANopolis,1.0558,0.0028,0.0008,-0.0551,-0.0004,0.0551,1.2466
8498,355,1,Offshore A,1.0735,-0.0008,0.0014,-0.0918,0.0403,0.1003,1.4935
8498,355,1,Sparseville,1.0428,-0.003,-0.003,-0.1136,-0.0147,0.1146,1.5818
8498,355,1,Tensorburg,1.0481,0.0043,0.0028,-0.1252,-0.0315,0.1292,1.6766
8499,355,2,ReLU Ridge,1.065,0.0006,0.0012,-0.0953,0.0461,0.106,1.5289
8499,355,2,Offshore A,1.0774,-0.0041,-0.0019,-0.0942,0.0432,0.1036,1.5134
8499,355,2,GANopolis,1.0658,0.0029,0.001,-0.0483,0.0085,0.0493,1.2184
8499,355,2,Tensorburg,1.0615,0.0036,0.0021,-0.1313,-0.024,0.1335,1.7055
8499,355,2,Bayes Bay,1.0542,0.0012,0.0004,-0.0962,0.0865,0.1295,1.6787
8499,355,2,Sparseville,1.0588,-0.0005,-0.0005,-0.1117,-0.035,0.1172,1.5982
8499,355,2,Offshore B,1.051,-0.0032,-0.0048,-0.0802,-0.118,0.1427,1.773
8499,355,2,Gradient Grove,1.0463,-0.001,-0.0016,-0.1227,-0.0666,0.1396,1.7483
8500,355,3,Sparseville,1.0617,0.0027,0.0027,-0.1121,-0.0568,0.1257,1.6537
8500,355,3,GANopolis,1.0715,0.0028,0.0014,-0.0317,0.0118,0.0339,1.1452
8500,355,3,Tensorburg,1.0671,0.0017,0.0005,-0.136,-0.0212,0.1377,1.7345
8500,355,3,ReLU Ridge,1.0719,-0.0012,-0.0008,-0.0645,0.0553,0.0853,1.4069
8500,355,3,Gradient Grove,1.0463,-0.0007,-0.0016,-0.0908,-0.0216,0.0962,1.4744
8500,355,3,Offshore B,1.0558,-0.0034,-0.0049,-0.1275,-0.1247,0.1803,2.0571
8500,355,3,Offshore A,1.0893,-0.0069,-0.0049,-0.0983,0.0402,0.1062,1.5295
8500,355,3,Bayes Bay,1.0619,-0.0028,-0.0034,-0.1135,0.0757,0.1366,1.7273
8501,355,4,Gradient Grove,1.0511,-0.0016,-0.0027,-0.0363,0.0351,0.0578,1.2607
8501,355,4,Offshore B,1.0818,-0.0025,-0.0036,-0.1255,-0.0579,0.1385,1.7473
8501,355,4,ReLU Ridge,1.0783,-0.0014,-0.0014,-0.0557,0.0716,0.0908,1.4384
8501,355,4,Tensorburg,1.0717,0.0019,0.0018,-0.1464,-0.0048,0.1467,1.7981
8501,355,4,Offshore A,1.1017,-0.006,-0.0042,-0.1002,0.0326,0.1054,1.5243
8501,355,4,GANopolis,1.0769,0.0033,0.0024,-0.0449,0.0026,0.0452,1.1987
8501,355,4,Bayes Bay,1.0706,-0.0057,-0.0063,-0.1288,0.0596,0.1421,1.7653
8501,355,4,Sparseville,1.068,0.0033,0.0033,-0.1144,-0.0667,0.1325,1.6987
8502,355,5,Bayes Bay,1.083,-0.0057,-0.006,-0.1245,0.0339,0.1293,1.6776
8502,355,5,Tensorburg,1.0862,0.0039,0.0045,-0.132,0.0162,0.1331,1.7032
8502,355,5,Offshore A,1.1022,-0.0036,-0.0021,-0.0971,0.0173,0.0987,1.4844
8502,355,5,GANopolis,1.0867,0.0018,0.0014,-0.0772,-0.0048,0.0774,1.3639
8502,355,5,ReLU Ridge,1.0839,-0.0019,-0.0022,-0.0679,0.0879,0.1111,1.5601
8502,355,5,Gradient Grove,1.0835,-0.002,-0.003,0.0009,0.1033,0.1035,1.5172
8502,355,5,Offshore B,1.0899,-0.0011,-0.0017,-0.0956,-0.0528,0.1096,1.5502
8502,355,5,Sparseville,1.081,-0.0003,-0.0003,-0.1161,-0.0671,0.1341,1.71
8503,355,6,Gradient Grove,1.0946,0.0,-0.0006,-0.018,0.097,0.0988,1.485
8503,355,6,ReLU Ridge,1.0929,-0.0033,-0.0037,-0.0888,0.0927,0.1286,1.6728
8503,355,6,Sparseville,1.0896,-0.0021,-0.002,-0.1137,-0.0604,0.1288,1.674
8503,355,6,Offshore B,1.0826,-0.0015,-0.0017,-0.1334,-0.0269,0.1362,1.7255
8503,355,6,Tensorburg,1.0974,0.0016,0.0022,-0.1291,0.0293,0.1324,1.6984
8503,355,6,GANopolis,1.0956,-0.0012,-0.0014,-0.0965,-0.0042,0.0966,1.4716
8503,355,6,Bayes Bay,1.092,-0.0021,-0.0023,-0.1152,-0.0018,0.1159,1.5896
8503,355,6,Offshore A,1.1119,-0.0016,-0.0005,-0.0869,0.007,0.0873,1.4177
8504,355,7,Tensorburg,1.1022,-0.0021,-0.0016,-0.1311,0.0335,0.1353,1.7179
8504,355,7,GANopolis,1.1121,-0.0027,-0.0028,-0.1042,-0.0055,0.1044,1.5183
8504,355,7,Bayes Bay,1.0991,-0.0004,-0.0006,-0.1214,-0.0339,0.1261,1.6564
8504,355,7,Offshore A,1.1167,-0.0016,-0.001,-0.0812,-0.0012,0.0813,1.3842
8504,355,7,Sparseville,1.0991,0.0006,0.0007,-0.1044,-0.0499,0.1158,1.5893
8504,355,7,Gradient Grove,1.1198,0.002,0.0016,-0.0281,0.0853,0.0909,1.4387
8504,355,7,Offshore B,1.1057,-0.0026,-0.0026,-0.129,-0.0247,0.1314,1.6928
8504,355,7,ReLU Ridge,1.1078,-0.0031,-0.0033,-0.1104,0.0745,0.1335,1.7061
8505,355,8,Tensorburg,1.0962,-0.0054,-0.0053,-0.113,0.0135,0.1142,1.5819
8505,355,8,GANopolis,1.1148,-0.0005,-0.0006,-0.1124,-0.0084,0.1127,1.5697
8505,355,8,Bayes Bay,1.1136,-0.0017,-0.0017,-0.1163,-0.0214,0.1186,1.609
8505,355,8,Offshore A,1.0938,-0.0025,-0.0024,-0.0899,-0.0049,0.0901,1.4352
8505,355,8,Offshore B,1.1167,-0.0013,-0.0013,-0.0983,-0.0096,0.0988,1.4853
8505,355,8,ReLU Ridge,1.0964,-0.001,-0.0011,-0.1062,0.0275,0.1111,1.5602
8505,355,8,Gradient Grove,1.1199,0.0008,0.0008,-0.0662,0.0791,0.1034,1.5135
8505,355,8,Sparseville,1.1207,0.0038,0.0038,-0.1007,-0.0178,0.1028,1.5086
8506,355,9,Tensorburg,1.0459,-0.005,-0.0053,-0.0705,-0.0256,0.0761,1.3563
8506,355,9,Offshore B,1.0886,0.0003,0.0,-0.0795,-0.0029,0.0796,1.3754
8506,355,9,Sparseville,1.0815,0.0041,0.004,-0.0831,0.008,0.0837,1.3982
8506,355,9,ReLU Ridge,1.0581,0.0005,0.0004,-0.1143,-0.0265,0.1182,1.6052
