hour,day,hour_of_day,city,pressure,air_temp,ground_temp,velocity_x,velocity_y,windspeed,damage
2401,101,0,Offshore B,0.6432,-0.0001,-0.0004,-0.3236,-0.0468,0.3275,0.8149
2401,101,0,Tensorburg,0.7254,-0.0009,-0.0017,-0.1068,-0.0604,0.1232,0.2617
2401,101,0,Bayes Bay,0.736,-0.002,-0.0031,0.0345,0.0065,0.0354,0.1619
2401,101,0,Offshore A,0.6038,-0.002,-0.0027,0.0878,0.1269,0.2659,0.6347
2401,101,0,ReLU Ridge,0.7356,0.0011,0.0015,-0.0542,-0.0338,0.0665,0.1937
2401,101,0,Gradient Grove,0.7781,-0.002,-0.0005,-0.1594,0.0234,0.1614,0.3292
2401,101,0,Sparseville,0.7432,-0.0028,-0.0029,-0.1046,0.0489,0.1165,0.2499
2401,101,0,GANopolis,0.7439,0.0033,0.0041,-0.1161,-0.0001,0.1163,0.2534
2402,101,1,Tensorburg,0.7239,-0.0042,-0.0044,-0.1254,-0.0676,0.1431,0.2895
2402,101,1,Offshore B,0.6477,0.0022,0.0021,-0.3357,-0.0448,0.3415,0.8483
2402,101,1,GANopolis,0.738,0.0038,0.0046,-0.1315,-0.0104,0.1325,0.2691
2402,101,1,Sparseville,0.721,-0.0005,-0.0004,-0.0789,0.0218,0.0825,0.2093
2402,101,1,Gradient Grove,0.7509,0.0003,0.0007,-0.2134,-0.0179,0.2173,0.4744
2402,101,1,ReLU Ridge,0.7064,0.0006,0.0004,0.021,-0.0115,0.058,0.1885
2402,101,1,Offshore A,0.5102,-0.0017,-0.003,0.2836,-0.0695,0.3334,0.856
2402,101,1,Bayes Bay,0.7366,-0.002,-0.0032,0.0299,0.0278,0.0441,0.1712
2403,101,2,Sparseville,0.7446,-0.0014,-0.0018,-0.0677,-0.0172,0.0768,0.2038
2403,101,2,ReLU Ridge,0.7333,-0.0012,-0.0015,0.0267,0.0315,0.0515,0.1812
2403,101,2,Tensorburg,0.7324,-0.0045,-0.0041,-0.1059,-0.0657,0.1254,0.2606
2403,101,2,GANopolis,0.7532,0.0044,0.005,-0.1313,0.0158,0.1327,0.2771
2403,101,2,Offshore A,0.4047,-0.003,-0.0045,0.3573,-0.0656,0.3909,2.8251
2403,101,2,Bayes Bay,0.75,-0.0004,-0.0012,0.0427,0.0423,0.0615,0.1902
2403,101,2,Gradient Grove,0.7344,-0.0006,-0.001,-0.4368,0.0345,0.4449,1.341
2403,101,2,Offshore B,0.7067,0.004,0.0036,-0.2769,-0.0876,0.2909,0.6309
2404,101,3,GANopolis,0.7672,0.0033,0.0035,-0.1178,-0.0131,0.1191,0.2596
2404,101,3,Tensorburg,0.7596,0.0001,0.0002,-0.079,-0.0595,0.1,0.227
2404,101,3,Offshore B,0.7263,0.0032,0.0027,-0.2669,-0.0727,0.2774,0.5708
2404,101,3,ReLU Ridge,0.6884,-0.0009,-0.0012,0.0831,-0.0414,0.0976,0.2383
2404,101,3,Gradient Grove,0.6605,0.001,-0.0006,-0.4981,0.0194,0.4998,1.8904
2404,101,3,Sparseville,0.7709,-0.0044,-0.0047,-0.0832,-0.0462,0.096,0.2257
2404,101,3,Bayes Bay,0.7748,0.0022,0.0017,0.0235,0.0548,0.0611,0.1852
2404,101,3,Offshore A,0.4995,-0.0043,-0.0051,0.4472,-0.066,0.5103,2.4924
2405,101,4,ReLU Ridge,0.7066,0.0002,-0.0,0.1879,-0.0272,0.1929,0.392
2405,101,4,Bayes Bay,0.8238,0.003,0.0026,-0.0492,0.0663,0.0866,0.2189
2405,101,4,Offshore A,0.6158,-0.0031,-0.0028,0.2326,-0.1089,0.2612,0.5667
2405,101,4,Offshore B,0.7773,0.0002,-0.0,-0.2383,-0.0355,0.2417,0.4893
2405,101,4,Tensorburg,0.8065,0.0029,0.0027,-0.0613,-0.0536,0.0823,0.2069
2405,101,4,GANopolis,0.8016,-0.0003,-0.0008,-0.1553,-0.0863,0.1783,0.3525
2405,101,4,Gradient Grove,0.6333,0.0043,0.0029,-0.5567,0.0167,0.5575,2.9877
2405,101,4,Sparseville,0.8112,-0.0044,-0.0044,-0.0919,-0.0399,0.1007,0.2344
2406,101,5,Offshore A,0.8183,0.0002,0.0007,0.1138,-0.0381,0.121,0.2675
2406,101,5,Offshore B,0.8606,-0.0024,-0.0024,-0.1764,0.0027,0.177,0.3531
2406,101,5,ReLU Ridge,0.8169,-0.0004,-0.0004,0.0886,0.079,0.1332,0.2802
2406,101,5,Gradient Grove,0.7938,0.0053,0.0053,-0.4026,0.0322,0.4043,1.2046
2406,101,5,Bayes Bay,0.9023,0.0007,0.0008,-0.1272,0.0384,0.1338,0.2684
2406,101,5,Sparseville,0.8851,-0.0001,0.0002,-0.0968,-0.0288,0.1014,0.2321
2406,101,5,GANopolis,0.7684,-0.0054,-0.0061,-0.3001,-0.1381,0.3362,0.7776
2406,101,5,Tensorburg,0.8764,0.0039,0.0039,-0.0167,0.0087,0.0257,0.1552
2407,101,6,Bayes Bay,0.9973,-0.0008,0.0004,-0.1172,0.0304,0.1212,0.2592
2407,101,6,Sparseville,0.979,0.0047,0.0049,-0.1006,-0.0291,0.1049,0.2357
2407,101,6,GANopolis,0.6728,-0.006,-0.0067,-0.5701,0.1053,0.5959,3.721
2407,101,6,Tensorburg,0.9481,0.0042,0.0041,0.0203,0.0328,0.0396,0.1657
2407,101,6,Offshore A,0.9633,0.0017,0.0023,0.0092,-0.002,0.014,0.1471
2407,101,6,Offshore B,0.9741,-0.0019,-0.0016,-0.1365,0.0086,0.1369,0.2804
2407,101,6,Gradient Grove,0.9791,0.0029,0.0029,-0.2343,0.0126,0.2347,0.4924
2407,101,6,ReLU Ridge,0.9818,-0.0023,-0.0016,-0.0285,0.0619,0.0708,0.1967
2408,101,7,Tensorburg,1.0533,0.0016,0.0011,0.0422,0.0308,0.0531,0.1775
2408,101,7,Bayes Bay,1.0943,0.0,0.0018,-0.0922,0.047,0.104,0.2362
2408,101,7,Offshore A,1.0759,0.0013,0.0018,-0.0226,0.0123,0.0258,0.1549
2408,101,7,Sparseville,1.0924,0.0048,0.005,-0.1026,-0.024,0.1056,0.2298
2408,101,7,Offshore B,1.0812,0.0014,0.0016,-0.1276,-0.0044,0.128,0.2652
2408,101,7,ReLU Ridge,1.0996,-0.003,-0.0017,-0.0581,0.0106,0.0597,0.1875
2408,101,7,GANopolis,0.99,-0.0039,-0.0045,-0.368,0.2788,0.465,1.779
2408,101,7,Gradient Grove,1.0998,-0.0006,-0.0003,-0.1336,0.0004,0.1337,0.2769
2409,101,8,GANopolis,1.1658,-0.0023,-0.0028,-0.1962,0.0988,0.2224,0.4407
2409,101,8,Gradient Grove,1.1864,-0.0024,-0.002,-0.0988,-0.0059,0.099,0.2284
2409,101,8,ReLU Ridge,1.1886,-0.0016,-0.0,-0.0609,0.0029,0.0613,0.1864
2409,101,8,Sparseville,1.184,0.0024,0.0028,-0.0929,-0.0057,0.0936,0.2231
2409,101,8,Offshore B,1.1824,0.0025,0.0025,-0.1158,-0.0171,0.1172,0.2516
2409,101,8,Tensorburg,1.1595,-0.0022,-0.0031,0.0262,0.0537,0.0619,0.1864
2409,101,8,Bayes Bay,1.1844,0.0018,0.0038,-0.0815,0.0344,0.0889,0.2141
2409,101,8,Offshore A,1.1716,-0.001,-0.0007,-0.0386,0.018,0.0427,0.171
2410,101,9,GANopolis,1.2565,-0.0002,-0.0002,-0.1532,0.0292,0.1563,0.323
2410,101,9,Offshore A,1.2431,-0.0028,-0.0029,-0.0548,0.0286,0.0621,0.186
2410,101,9,Tensorburg,1.2645,-0.0063,-0.0072,-0.0263,0.0805,0.0855,0.2133
2410,101,9,Offshore B,1.2459,0.0021,0.0021,-0.1074,-0.0323,0.1123,0.2438
2410,101,9,Bayes Bay,1.2717,0.0027,0.0042,-0.0833,0.0134,0.0847,0.2105
2410,101,9,Sparseville,1.2665,0.0002,0.0004,-0.0835,0.0124,0.0847,0.2133
2410,101,9,Gradient Grove,1.2583,-0.0011,-0.0007,-0.0796,-0.0094,0.0803,0.2086
2410,101,9,ReLU Ridge,1.2567,-0.0006,0.0001,-0.0418,0.0031,0.0421,0.1702
2411,101,10,Bayes Bay,1.311,0.0024,0.0035,-0.0841,-0.0043,0.0845,0.213
2411,101,10,Sparseville,1.3257,0.0007,0.0011,-0.0804,0.0052,0.0816,0.2076
2411,101,10,Tensorburg,1.2983,-0.0059,-0.0064,-0.1125,0.0482,0.1261,0.2606
2411,101,10,Gradient Grove,1.3198,0.0001,0.0003,-0.0828,-0.011,0.0836,0.2124
2411,101,10,Offshore B,1.3182,0.0021,0.002,-0.1123,-0.0516,0.1236,0.2697
2411,101,10,GANopolis,1.322,0.0034,0.0037,-0.1439,0.02,0.1455,0.2872
2411,101,10,ReLU Ridge,1.3107,-0.0014,-0.0014,-0.0261,0.011,0.0285,0.1574
2411,101,10,Offshore A,1.3193,-0.0041,-0.005,-0.0974,0.05,0.1096,0.2391
2412,101,11,Tensorburg,1.3718,-0.0029,-0.0028,-0.143,0.0181,0.1442,0.2974
2412,101,11,Offshore B,1.3522,0.0031,0.003,-0.1287,-0.0568,0.1409,0.289
2412,101,11,GANopolis,1.3681,0.0048,0.0056,-0.125,0.0079,0.1253,0.2685
2412,101,11,ReLU Ridge,1.3593,-0.0027,-0.0034,-0.0348,0.0108,0.0367,0.1635
2412,101,11,Bayes Bay,1.3776,0.0034,0.004,-0.0874,-0.0155,0.0889,0.2204
2412,101,11,Offshore A,1.3504,-0.0029,-0.0044,-0.1156,0.0952,0.1502,0.2908
2412,101,11,Gradient Grove,1.3647,0.0002,0.0004,-0.0954,-0.0082,0.0958,0.2205
2412,101,11,Sparseville,1.3615,0.0013,0.0017,-0.0728,-0.0072,0.0733,0.203
2413,101,12,Offshore A,1.3704,0.0008,-0.001,-0.1034,0.0971,0.1423,0.2875
2413,101,12,Offshore B,1.399,0.0039,0.004,-0.1426,-0.0506,0.1515,0.31
2413,101,12,Bayes Bay,1.3935,0.0033,0.0035,-0.1032,-0.0281,0.1071,0.2393
2413,101,12,Gradient Grove,1.4046,0.0005,0.0009,-0.1058,-0.0025,0.1059,0.2352
2413,101,12,Tensorburg,1.3937,-0.0005,0.0001,-0.142,0.0125,0.1426,0.2969
2413,101,12,GANopolis,1.4073,0.0013,0.0021,-0.1007,0.0047,0.1008,0.2337
