hour,day,hour_of_day,city,pressure,air_temp,ground_temp,velocity_x,velocity_y,windspeed,damage
3289,138,0,Offshore A,1.1414,0.0005,0.0002,-0.1411,0.0115,0.1416,0.2848
3289,138,0,Bayes Bay,1.145,0.0057,0.0069,-0.0585,-0.0158,0.0609,0.186
3289,138,0,Sparseville,1.1361,-0.0001,-0.0006,-0.1636,0.0344,0.1673,0.3297
3289,138,0,Tensorburg,1.1488,0.0067,0.0085,-0.0657,0.0077,0.0662,0.1919
3289,138,0,GANopolis,1.1427,0.0012,0.0013,-0.1103,-0.0291,0.1142,0.2508
3289,138,0,Offshore B,1.1446,0.0003,0.0007,-0.0903,-0.0555,0.1061,0.2375
3289,138,0,ReLU Ridge,1.1486,0.0063,0.0074,-0.1162,-0.0164,0.1174,0.2459
3289,138,0,Gradient Grove,1.1382,-0.0004,-0.0015,-0.0907,-0.057,0.1074,0.243
3290,138,1,Gradient Grove,1.1602,-0.001,-0.002,-0.1118,-0.0699,0.1324,0.2745
3290,138,1,ReLU Ridge,1.1675,0.0052,0.0061,-0.0979,-0.0186,0.0997,0.2292
3290,138,1,Tensorburg,1.1608,0.006,0.0068,-0.0572,0.0125,0.0587,0.1839
3290,138,1,GANopolis,1.1625,-0.0013,-0.0011,-0.1087,-0.015,0.1098,0.2441
3290,138,1,Offshore B,1.1652,0.001,0.0012,-0.1092,-0.0538,0.1223,0.2479
3290,138,1,Bayes Bay,1.1563,0.0022,0.0014,-0.0392,-0.0252,0.0468,0.1744
3290,138,1,Offshore A,1.1603,-0.0003,-0.0003,-0.1225,0.0252,0.1252,0.2637
3290,138,1,Sparseville,1.1506,0.0005,0.0001,-0.1664,0.0262,0.1685,0.3448
3291,138,2,GANopolis,1.1717,-0.0006,-0.0005,-0.1051,0.0,0.1052,0.236
3291,138,2,ReLU Ridge,1.1733,0.0023,0.0028,-0.0812,-0.0156,0.0828,0.2117
3291,138,2,Bayes Bay,1.1612,-0.002,-0.0031,-0.0568,-0.0366,0.0678,0.1938
3291,138,2,Offshore A,1.1638,-0.0,0.0001,-0.1024,0.0372,0.1091,0.2398
3291,138,2,Offshore B,1.1661,0.0013,0.0014,-0.0955,-0.0307,0.1006,0.2298
3291,138,2,Tensorburg,1.163,0.0037,0.0038,-0.0627,0.0189,0.0656,0.192
3291,138,2,Sparseville,1.15,0.0017,0.0014,-0.1543,0.0199,0.1556,0.2913
3291,138,2,Gradient Grove,1.1651,-0.0031,-0.0035,-0.1313,-0.054,0.1424,0.2804
3292,138,3,Sparseville,1.1271,0.0027,0.0024,-0.1341,0.0187,0.1354,0.2707
3292,138,3,ReLU Ridge,1.1502,-0.0002,0.0,-0.0656,-0.0122,0.0668,0.194
3292,138,3,Gradient Grove,1.1429,-0.0034,-0.0034,-0.1155,-0.029,0.1191,0.2577
3292,138,3,Offshore B,1.1399,0.0013,0.0013,-0.0743,-0.0106,0.0752,0.2033
3292,138,3,Offshore A,1.1385,0.0011,0.001,-0.0874,0.0376,0.0953,0.2231
3292,138,3,GANopolis,1.1531,-0.0016,-0.0015,-0.1048,0.015,0.106,0.2405
3292,138,3,Bayes Bay,1.1389,-0.0053,-0.0055,-0.0871,-0.0361,0.0948,0.2257
3292,138,3,Tensorburg,1.1488,-0.0001,0.0002,-0.0787,0.0044,0.079,0.2073
3293,138,4,Bayes Bay,1.0717,-0.0045,-0.0044,-0.1408,-0.0223,0.1427,0.284
3293,138,4,Offshore A,1.0715,0.0006,0.0005,-0.0724,0.0206,0.0756,0.204
3293,138,4,GANopolis,1.0917,-0.004,-0.0038,-0.0892,0.0196,0.0914,0.213
3293,138,4,Gradient Grove,1.0756,-0.0018,-0.002,-0.0876,-0.0162,0.0892,0.213
3293,138,4,Sparseville,1.0591,0.0037,0.0031,-0.1285,0.0052,0.1288,0.2847
3293,138,4,ReLU Ridge,1.0835,-0.0015,-0.0015,-0.048,-0.019,0.0517,0.1795
3293,138,4,Offshore B,1.0712,0.0014,0.0015,-0.0755,0.0132,0.0773,0.2049
3293,138,4,Tensorburg,1.0908,-0.0001,0.0001,-0.1133,-0.0151,0.1144,0.2449
3294,138,5,Tensorburg,0.9769,0.0018,0.0021,-0.1465,-0.0175,0.1476,0.2928
