hour,day,hour_of_day,city,pressure,air_temp,ground_temp,velocity_x,velocity_y,windspeed,damage
3937,165,0,Offshore A,1.1774,0.0034,0.0033,-0.0665,0.0538,0.0858,0.2126
3937,165,0,Offshore B,1.1873,0.0016,0.0023,-0.1267,-0.0266,0.1297,0.2665
3937,165,0,Bayes Bay,1.1899,0.0029,0.0034,-0.0818,0.005,0.082,0.209
3937,165,0,Tensorburg,1.1839,-0.0022,-0.0024,-0.1141,0.024,0.1166,0.2491
3937,165,0,GANopolis,1.18,-0.0018,-0.0017,-0.1531,-0.0187,0.1543,0.2864
3937,165,0,ReLU Ridge,1.1844,0.0001,-0.0002,-0.1119,0.0118,0.1126,0.2534
3937,165,0,Gradient Grove,1.1409,0.0025,0.0015,0.0451,-0.1061,0.1238,0.258
3937,165,0,Sparseville,1.1825,0.0006,0.0003,-0.0239,-0.044,0.0504,0.1755
3938,165,1,Gradient Grove,1.2188,-0.001,-0.0023,-0.0759,-0.0841,0.1163,0.2544
3938,165,1,Bayes Bay,1.2173,0.0025,0.003,-0.0973,-0.0036,0.0974,0.2269
3938,165,1,ReLU Ridge,1.2197,-0.0004,-0.0003,-0.1315,0.007,0.1317,0.2779
3938,165,1,GANopolis,1.2149,-0.002,-0.0017,-0.1292,-0.0166,0.1303,0.271
3938,165,1,Offshore A,1.2233,0.0027,0.0023,-0.0995,0.0594,0.1162,0.2557
3938,165,1,Sparseville,1.2178,0.0033,0.003,-0.052,-0.0286,0.0611,0.187
3938,165,1,Offshore B,1.2363,0.0004,0.0016,-0.1068,-0.01,0.1074,0.2374
3938,165,1,Tensorburg,1.2106,-0.0016,-0.0012,-0.1142,0.0266,0.1173,0.2488
3939,165,2,Offshore A,1.2437,0.002,0.0017,-0.1121,0.0643,0.1294,0.2629
3939,165,2,Bayes Bay,1.2523,0.0011,0.0015,-0.1045,-0.0106,0.105,0.2319
3939,165,2,ReLU Ridge,1.2493,-0.0,0.0004,-0.1113,0.0013,0.1113,0.2451
3939,165,2,Sparseville,1.248,0.0052,0.0056,-0.088,-0.0044,0.0882,0.2164
3939,165,2,Gradient Grove,1.2492,-0.0025,-0.0039,-0.1131,-0.0654,0.131,0.2634
3939,165,2,Offshore B,1.2478,-0.0007,0.0004,-0.074,0.0016,0.0741,0.1973
3939,165,2,GANopolis,1.2517,-0.0008,-0.0006,-0.1042,0.0011,0.1046,0.2337
3939,165,2,Tensorburg,1.2469,0.0001,0.0008,-0.1098,0.0316,0.1144,0.2494
3940,165,3,Bayes Bay,1.2558,0.0021,0.0027,-0.1142,-0.0122,0.1149,0.244
3940,165,3,Tensorburg,1.2509,-0.0013,-0.0009,-0.1027,0.0325,0.1079,0.2392
3940,165,3,ReLU Ridge,1.2679,0.0017,0.002,-0.1046,0.0039,0.1047,0.2385
3940,165,3,Gradient Grove,1.2726,-0.0008,-0.0021,-0.1396,-0.0485,0.148,0.2976
3940,165,3,GANopolis,1.2551,0.0012,0.001,-0.0695,0.0426,0.0837,0.2133
3940,165,3,Sparseville,1.256,0.0077,0.008,-0.0857,-0.0002,0.0857,0.2121
3940,165,3,Offshore A,1.2697,0.0019,0.0019,-0.1346,0.0489,0.1433,0.282
3940,165,3,Offshore B,1.2685,0.0018,0.0024,-0.0547,0.0124,0.0562,0.1821
3941,165,4,Offshore B,1.2646,0.0009,0.0006,-0.0565,0.0137,0.0582,0.1832
3941,165,4,Sparseville,1.2646,0.0076,0.0074,-0.0837,0.0064,0.0841,0.2106
3941,165,4,ReLU Ridge,1.2801,0.0017,0.0015,-0.119,0.0269,0.1223,0.2632
3941,165,4,Offshore A,1.2724,0.0021,0.0023,-0.135,0.0347,0.1395,0.2894
3941,165,4,Gradient Grove,1.2747,0.0004,-0.0007,-0.1514,-0.0309,0.1546,0.2976
3941,165,4,Tensorburg,1.2697,-0.0036,-0.0033,-0.1088,0.0301,0.113,0.2464
3941,165,4,Bayes Bay,1.2689,0.005,0.0056,-0.1123,-0.0115,0.1129,0.2407
3941,165,4,GANopolis,1.2566,0.0022,0.0018,-0.0364,0.0128,0.0496,0.1757
3942,165,5,ReLU Ridge,1.2704,-0.0016,-0.0019,-0.1395,0.0251,0.1422,0.2884
3942,165,5,Tensorburg,1.25,-0.0028,-0.0025,-0.1167,0.0197,0.1185,0.2498
3942,165,5,Offshore A,1.2631,0.0023,0.0024,-0.1217,0.0104,0.1225,0.2657
3942,165,5,Bayes Bay,1.2412,0.0063,0.0064,-0.0918,-0.0074,0.0921,0.2123
3942,165,5,GANopolis,1.2549,0.0034,0.0032,-0.0907,-0.0344,0.0981,0.2227
3942,165,5,Sparseville,1.2534,0.0058,0.0053,-0.0859,0.0365,0.094,0.2192
3942,165,5,Gradient Grove,1.2659,0.0012,0.0007,-0.1591,-0.0136,0.1598,0.3234
3942,165,5,Offshore B,1.2654,-0.0001,-0.0002,-0.0757,0.0005,0.0758,0.2045
3943,165,6,Offshore B,1.2078,0.0015,0.0016,-0.0819,-0.0093,0.0825,0.2051
