hour,day,hour_of_day,city,pressure,air_temp,ground_temp,velocity_x,velocity_y,windspeed,damage
2401,101,0,Offshore B,0.6432,-0.0001,-0.0004,-0.312,-0.0451,0.3156,3.4623
2401,101,0,Tensorburg,0.7254,-0.0009,-0.0017,-0.1087,-0.0589,0.1242,0.4736
2401,101,0,Bayes Bay,0.736,-0.002,-0.0031,0.032,0.0067,0.033,0.1889
2401,101,0,Offshore A,0.6038,-0.002,-0.0027,0.0824,0.1267,0.272,3.0849
2401,101,0,ReLU Ridge,0.7356,0.0011,0.0015,-0.0558,-0.0353,0.0697,0.2773
2401,101,0,Gradient Grove,0.7781,-0.002,-0.0005,-0.1713,0.0255,0.1737,0.9683
2401,101,0,Sparseville,0.7432,-0.0028,-0.0029,-0.1057,0.0515,0.1186,0.447
2401,101,0,GANopolis,0.7439,0.0033,0.0041,-0.1163,-0.0006,0.1165,0.4382
2402,101,1,Tensorburg,0.7239,-0.0042,-0.0044,-0.1337,-0.0678,0.1512,0.6196
2402,101,1,Offshore B,0.6477,0.0022,0.0021,-0.3392,-0.0481,0.346,4.8248
2402,101,1,GANopolis,0.738,0.0038,0.0046,-0.1363,-0.0104,0.1372,0.5415
2402,101,1,Sparseville,0.721,-0.0005,-0.0004,-0.0746,0.0226,0.0789,0.3025
2402,101,1,Gradient Grove,0.7509,0.0003,0.0007,-0.2089,-0.0171,0.2127,1.9798
2402,101,1,ReLU Ridge,0.7064,0.0006,0.0004,0.0201,-0.009,0.055,0.2397
2402,101,1,Offshore A,0.5102,-0.0017,-0.003,0.3003,-0.0782,0.3558,6.7114
2402,101,1,Bayes Bay,0.7366,-0.002,-0.0032,0.032,0.0278,0.0463,0.2166
2403,101,2,Sparseville,0.7446,-0.0014,-0.0018,-0.0697,-0.0178,0.0784,0.2973
2403,101,2,ReLU Ridge,0.7333,-0.0012,-0.0015,0.026,0.0325,0.0523,0.2379
2403,101,2,Tensorburg,0.7324,-0.0045,-0.0041,-0.1121,-0.062,0.1287,0.4978
2403,101,2,GANopolis,0.7532,0.0044,0.005,-0.1318,0.0158,0.1331,0.5245
2403,101,2,Offshore A,0.4047,-0.003,-0.0045,0.3645,-0.0756,0.4024,227.9903
2403,101,2,Bayes Bay,0.75,-0.0004,-0.0012,0.045,0.0432,0.0638,0.2572
2403,101,2,Gradient Grove,0.7344,-0.0006,-0.001,-0.4281,0.0321,0.4346,12.2414
2403,101,2,Offshore B,0.7067,0.004,0.0036,-0.2771,-0.0812,0.2892,2.544
2404,101,3,GANopolis,0.7672,0.0033,0.0035,-0.1174,-0.0132,0.1186,0.4465
2404,101,3,Tensorburg,0.7596,0.0001,0.0002,-0.0801,-0.0595,0.1011,0.375
2404,101,3,Offshore B,0.7263,0.0032,0.0027,-0.2762,-0.0742,0.2864,2.4199
2404,101,3,ReLU Ridge,0.6884,-0.0009,-0.0012,0.0807,-0.0426,0.0964,0.3821
2404,101,3,Gradient Grove,0.6605,0.001,-0.0006,-0.4983,0.0188,0.4999,24.6208
2404,101,3,Sparseville,0.7709,-0.0044,-0.0047,-0.081,-0.0468,0.0944,0.3507
2404,101,3,Bayes Bay,0.7748,0.0022,0.0017,0.0227,0.0527,0.0588,0.2447
2404,101,3,Offshore A,0.4995,-0.0043,-0.0051,0.3979,-0.0639,0.465,29.1221
2405,101,4,ReLU Ridge,0.7066,0.0002,-0.0,0.1976,-0.0255,0.2015,1.0812
2405,101,4,Bayes Bay,0.8238,0.003,0.0026,-0.0452,0.0658,0.0834,0.3178
2405,101,4,Offshore A,0.6158,-0.0031,-0.0028,0.2316,-0.1111,0.2615,2.3522
2405,101,4,Offshore B,0.7773,0.0002,-0.0,-0.2517,-0.0354,0.2549,1.8148
2405,101,4,Tensorburg,0.8065,0.0029,0.0027,-0.0614,-0.052,0.0811,0.3081
