hour,day,hour_of_day,city,pressure,air_temp,ground_temp,velocity_x,velocity_y,windspeed,damage
7465,312,0,Sparseville,0.9155,-0.0005,-0.0006,-0.0894,0.0709,0.1141,1.5787
7465,312,0,Tensorburg,0.9152,-0.0018,-0.0027,-0.0581,-0.0373,0.0693,1.3196
7465,312,0,GANopolis,0.9217,-0.0024,-0.0022,-0.1094,0.0072,0.1096,1.5509
7465,312,0,Offshore A,0.9238,-0.0028,-0.004,-0.1877,-0.1164,0.2214,2.4297
7465,312,0,Offshore B,0.9168,-0.0024,-0.0024,-0.018,0.0337,0.0382,1.1653
7465,312,0,ReLU Ridge,0.9026,-0.0031,-0.0027,0.0554,-0.0069,0.0624,1.2875
7465,312,0,Gradient Grove,0.9348,0.0023,0.0031,-0.1092,0.0031,0.1092,1.5481
7465,312,0,Bayes Bay,0.9204,0.0006,0.0009,-0.0735,0.0333,0.0811,1.3831
7466,312,1,Offshore B,0.9111,-0.0025,-0.0027,-0.0243,0.0242,0.035,1.1501
7466,312,1,Tensorburg,0.9079,-0.0056,-0.0063,-0.0667,-0.0257,0.0715,1.3313
7466,312,1,ReLU Ridge,0.8737,-0.0016,-0.0015,0.039,-0.0971,0.1086,1.5448
7466,312,1,GANopolis,0.9132,-0.0011,-0.0009,-0.122,0.0144,0.1228,1.6345
7466,312,1,Offshore A,0.9143,-0.0037,-0.0045,-0.1673,-0.0445,0.1742,2.0087
7466,312,1,Sparseville,0.9112,0.0028,0.0027,-0.0804,0.0573,0.0988,1.4848
7466,312,1,Bayes Bay,0.9051,-0.0012,-0.001,-0.0606,0.0501,0.0787,1.3699
7466,312,1,Gradient Grove,0.9224,0.0025,0.003,-0.1142,-0.01,0.1147,1.5824
7467,312,2,Gradient Grove,0.8893,0.0003,0.0006,-0.1132,-0.0112,0.1138,1.5763
7467,312,2,Offshore B,0.907,-0.0008,-0.001,-0.0548,0.0009,0.0552,1.2489
7467,312,2,Bayes Bay,0.8967,-0.0009,-0.0008,-0.0631,0.0409,0.0761,1.3558
7467,312,2,Sparseville,0.9035,0.0039,0.0038,-0.0808,0.0292,0.0868,1.4153
7467,312,2,ReLU Ridge,0.888,-0.0003,-0.0004,-0.0402,-0.0972,0.1077,1.5394
7467,312,2,GANopolis,0.892,0.0017,0.0019,-0.1144,0.0122,0.115,1.5846
7467,312,2,Offshore A,0.9034,-0.0038,-0.0041,-0.1556,0.003,0.1557,1.8647
7467,312,2,Tensorburg,0.9082,-0.0072,-0.0075,-0.0748,-0.0203,0.0778,1.3651
7468,312,3,Offshore B,0.9017,-0.0014,-0.0013,-0.0924,-0.0053,0.0926,1.4489
7468,312,3,ReLU Ridge,0.9321,0.0006,0.0007,-0.0726,-0.0303,0.0805,1.3804
7468,312,3,Offshore A,0.918,-0.0025,-0.0025,-0.1058,-0.003,0.106,1.5326
7468,312,3,Gradient Grove,0.895,-0.0004,-0.0005,-0.0942,-0.0,0.0943,1.4592
7468,312,3,Tensorburg,0.9433,-0.0046,-0.0045,-0.0942,0.0234,0.0979,1.4801
7468,312,3,Bayes Bay,0.9225,0.0003,0.0003,-0.1152,-0.0113,0.1168,1.6018
7468,312,3,Sparseville,0.9021,0.0029,0.0029,-0.0937,-0.0038,0.0939,1.4565
7468,312,3,GANopolis,0.9129,0.0023,0.0022,-0.0968,0.0028,0.0969,1.4735
7469,312,4,Offshore B,0.9634,-0.0042,-0.0037,-0.1073,0.0102,0.1079,1.5395
7469,312,4,GANopolis,0.9523,0.0006,0.0002,-0.0804,0.0083,0.081,1.3828
7469,312,4,Offshore A,0.9544,-0.0003,-0.0001,-0.0549,-0.0167,0.0575,1.2586
7469,312,4,ReLU Ridge,0.9695,0.001,0.0014,-0.0741,0.0145,0.0758,1.3543
7469,312,4,Tensorburg,0.9761,-0.0011,-0.0006,-0.1135,0.0544,0.1258,1.6544
7469,312,4,Bayes Bay,0.9556,-0.0023,-0.002,-0.1631,-0.056,0.1725,1.9939
7469,312,4,Sparseville,0.9545,-0.0016,-0.0016,-0.1118,-0.0073,0.112,1.5656
7469,312,4,Gradient Grove,0.9448,-0.0002,-0.0007,-0.067,0.0056,0.0672,1.3087
7470,312,5,Offshore A,0.995,0.0009,0.0011,-0.0681,-0.0186,0.0707,1.3268
7470,312,5,Tensorburg,0.9988,0.002,0.003,-0.0995,0.0542,0.1133,1.5738
7470,312,5,ReLU Ridge,0.9966,0.0006,0.0013,-0.0913,0.0269,0.0952,1.4638
7470,312,5,GANopolis,0.9872,-0.0002,-0.0009,-0.052,0.0239,0.0586,1.2665
7470,312,5,Bayes Bay,0.9936,-0.0056,-0.0048,-0.1361,-0.0542,0.1465,1.798
7470,312,5,Gradient Grove,0.9956,-0.0001,-0.001,-0.0832,-0.0006,0.0832,1.3951
7470,312,5,Sparseville,0.9951,-0.0019,-0.0022,-0.1073,0.0159,0.1089,1.5463
7470,312,5,Offshore B,1.0175,-0.0048,-0.004,-0.1033,0.0201,0.1053,1.5236
7471,312,6,Offshore B,1.0225,-0.0031,-0.0021,-0.0969,0.0309,0.1017,1.5022
7471,312,6,ReLU Ridge,1.0294,-0.0001,0.0008,-0.0786,0.0298,0.0841,1.4002
7471,312,6,GANopolis,1.0217,0.0017,0.0009,0.0204,0.0025,0.0274,1.1162
7471,312,6,Gradient Grove,1.0222,-0.0002,-0.0012,-0.0822,-0.0012,0.0822,1.3895
7471,312,6,Bayes Bay,1.0389,-0.0043,-0.003,-0.1232,-0.0447,0.131,1.689
7471,312,6,Sparseville,1.0175,-0.0028,-0.0033,-0.1307,0.057,0.1427,1.7731
7471,312,6,Tensorburg,1.04,0.001,0.0022,-0.0917,0.0571,0.108,1.5405
7471,312,6,Offshore A,1.0128,0.0016,0.0016,-0.0606,-0.0114,0.0618,1.2805
7472,312,7,Bayes Bay,1.0472,-0.0024,-0.0007,-0.1092,-0.041,0.1167,1.5951
7472,312,7,ReLU Ridge,1.0418,-0.0029,-0.0021,-0.0727,0.0308,0.079,1.3715
7472,312,7,Sparseville,1.0294,-0.003,-0.0034,-0.156,0.0673,0.1699,1.9734
7472,312,7,GANopolis,1.0172,0.0037,0.003,-0.0048,-0.048,0.0512,1.2292
7472,312,7,Tensorburg,1.0375,-0.0023,-0.0009,-0.0908,0.0668,0.1127,1.5698
7472,312,7,Gradient Grove,1.041,-0.0009,-0.0018,-0.0895,-0.0147,0.0909,1.44
7472,312,7,Offshore B,1.0556,-0.002,-0.0008,-0.0923,0.0382,0.0999,1.4913
7472,312,7,Offshore A,1.0376,0.0027,0.0025,-0.0605,-0.0016,0.0605,1.274
7473,312,8,Gradient Grove,1.0434,-0.0017,-0.0023,-0.1222,-0.0394,0.1284,1.673
7473,312,8,Bayes Bay,1.0736,-0.0039,-0.0022,-0.0968,-0.0382,0.1041,1.5166
7473,312,8,Offshore B,1.0556,-0.0031,-0.0019,-0.0892,0.0426,0.0989,1.4853
7473,312,8,GANopolis,1.0411,0.0033,0.0025,-0.0484,-0.0957,0.1072,1.538
7473,312,8,Tensorburg,1.0624,-0.0057,-0.0041,-0.098,0.0683,0.1195,1.6127
7473,312,8,Offshore A,1.0445,0.0039,0.0034,-0.063,-0.0009,0.063,1.2868
