hour,day,hour_of_day,city,pressure,air_temp,ground_temp,velocity_x,velocity_y,windspeed,damage
5545,232,0,Gradient Grove,0.997,0.0002,-0.0008,-0.1033,-0.0106,0.1039,1.5154
5545,232,0,GANopolis,1.0184,-0.0027,-0.0015,-0.0814,-0.0001,0.0814,1.3854
5545,232,0,Sparseville,0.9914,-0.0043,-0.0042,-0.0732,0.0433,0.0852,1.4063
5545,232,0,ReLU Ridge,0.9964,-0.0044,-0.0046,-0.1046,-0.0056,0.1052,1.5234
5545,232,0,Offshore B,0.977,-0.0001,-0.0005,-0.0597,-0.073,0.0943,1.4583
5545,232,0,Tensorburg,1.0031,0.0038,0.0029,-0.0997,-0.0162,0.1011,1.4986
5545,232,0,Offshore A,1.0042,-0.0073,-0.0062,-0.1263,0.0238,0.1285,1.6721
5545,232,0,Bayes Bay,1.0043,-0.0005,0.0001,-0.1076,0.0273,0.111,1.5593
5546,232,1,Bayes Bay,1.0121,-0.0012,-0.0005,-0.0845,0.0389,0.0932,1.4522
5546,232,1,Offshore B,1.0238,-0.0017,-0.0024,-0.0502,-0.0686,0.0852,1.4068
5546,232,1,GANopolis,1.0261,-0.004,-0.0025,-0.0748,0.0023,0.0748,1.349
5546,232,1,Gradient Grove,1.025,0.0016,0.0005,-0.114,-0.0152,0.115,1.5845
5546,232,1,Offshore A,1.0426,-0.0054,-0.0038,-0.1239,0.0232,0.126,1.6556
5546,232,1,Sparseville,1.0141,-0.0041,-0.0041,-0.0785,0.0354,0.0862,1.4118
5546,232,1,Tensorburg,1.0115,0.0006,-0.0006,-0.113,-0.0167,0.1142,1.5793
5546,232,1,ReLU Ridge,1.0169,-0.004,-0.0045,-0.1162,0.0383,0.1228,1.6368
5547,232,2,Tensorburg,1.0459,-0.0026,-0.004,-0.1172,-0.0322,0.1217,1.6273
5547,232,2,Bayes Bay,1.0391,-0.0021,-0.0016,-0.0661,0.0535,0.0853,1.4066
5547,232,2,ReLU Ridge,1.032,-0.0042,-0.0047,-0.1387,0.0718,0.1562,1.8683
5547,232,2,Offshore B,1.0265,-0.0014,-0.0022,-0.0177,-0.0621,0.0651,1.2976
5547,232,2,Sparseville,1.0407,-0.0045,-0.0045,-0.0911,0.0158,0.0927,1.4489
5547,232,2,GANopolis,1.0505,-0.0036,-0.0022,-0.0603,0.0027,0.0604,1.274
5547,232,2,Gradient Grove,1.0328,0.004,0.0033,-0.1215,-0.0137,0.1222,1.6306
5547,232,2,Offshore A,1.0518,-0.0018,0.0002,-0.1127,0.0247,0.1154,1.5872
5548,232,3,Sparseville,1.0464,-0.0043,-0.0043,-0.0969,0.0046,0.0971,1.4744
5548,232,3,Offshore B,1.0445,-0.001,-0.002,0.011,-0.0712,0.0725,1.3372
5548,232,3,Tensorburg,1.0485,-0.0015,-0.003,-0.1254,-0.0428,0.1325,1.6989
5548,232,3,ReLU Ridge,1.0467,-0.0032,-0.0035,-0.1557,0.069,0.1705,1.9777
5548,232,3,Bayes Bay,1.0319,0.0006,0.0006,-0.0538,0.0708,0.0891,1.4282
5548,232,3,Offshore A,1.0759,0.0019,0.0042,-0.1007,0.029,0.1048,1.5209
5548,232,3,Gradient Grove,1.0512,0.0031,0.0027,-0.1219,-0.0228,0.1241,1.6427
5548,232,3,GANopolis,1.0491,-0.0002,0.0003,-0.0396,0.0012,0.0397,1.1721
5549,232,4,GANopolis,1.0647,0.0017,-0.0003,-0.0506,-0.0029,0.0506,1.2249
5549,232,4,Bayes Bay,1.0502,0.0045,0.0041,-0.0586,0.0823,0.1011,1.4984
5549,232,4,Offshore A,1.0797,0.0027,0.0051,-0.0961,0.0362,0.1027,1.508
5549,232,4,Gradient Grove,1.0515,0.0003,0.0001,-0.115,-0.0426,0.1229,1.6354
5549,232,4,Tensorburg,1.0681,0.0018,0.0003,-0.1262,-0.0291,0.1296,1.6796
5549,232,4,Sparseville,1.0619,-0.0038,-0.0038,-0.1023,-0.0016,0.1023,1.5058
5549,232,4,ReLU Ridge,1.0564,0.0012,0.0014,-0.1542,0.0507,0.1623,1.915
5549,232,4,Offshore B,1.0368,-0.0022,-0.0034,0.0389,-0.105,0.1121,1.5681
5550,232,5,Sparseville,1.0661,-0.003,-0.003,-0.1118,-0.0143,0.1128,1.5704
5550,232,5,GANopolis,1.0766,0.0024,0.0004,-0.0596,-0.0021,0.0597,1.2697
5550,232,5,Tensorburg,1.0729,0.004,0.0025,-0.1115,-0.0204,0.1133,1.5736
5550,232,5,ReLU Ridge,1.0755,0.003,0.0035,-0.1234,0.0429,0.1307,1.6874
5550,232,5,Offshore B,1.0398,-0.0033,-0.0047,0.0291,-0.1569,0.1601,1.8995
5550,232,5,Gradient Grove,1.0599,-0.0015,-0.0018,-0.0952,-0.068,0.1174,1.5992
5550,232,5,Bayes Bay,1.0578,0.0045,0.0038,-0.0735,0.0901,0.1163,1.5927
5550,232,5,Offshore A,1.0901,-0.0003,0.0019,-0.0937,0.0421,0.1027,1.5083
5551,232,6,Bayes Bay,1.068,0.001,0.0004,-0.0973,0.0867,0.1305,1.6855
5551,232,6,Offshore B,1.0616,-0.0036,-0.005,-0.0046,-0.1742,0.1746,2.0117
5551,232,6,Offshore A,1.1,-0.0036,-0.0017,-0.0975,0.0428,0.1065,1.531
5551,232,6,Gradient Grove,1.0674,-0.0011,-0.0016,-0.0844,-0.0871,0.1213,1.6248
5551,232,6,ReLU Ridge,1.0862,0.0007,0.0013,-0.0984,0.0441,0.1079,1.5401
